8.737725,2.8047018,2.6674087
5.315204,2.5006957,-0.83356524
4.5502853,1.7848103,-0.56878567
3.971693,1.2454445,-0.38245934
3.8834333,1.1571847,-0.34323275
3.216581,2.0888164,-0.79433864
3.049868,2.3143694,-0.9022118
3.000835,2.3732092,-0.93163174
1.1277647,2.912575,-1.9809432
-0.2745862,3.304841,-2.7556686
-0.5099458,3.3734875,-2.8929617
-0.2745862,2.4516625,-3.471554
-0.0196133,1.735777,-3.8540134
0.0196133,1.6180972,-3.9128532
0.0588399,1.5298374,-3.9618864
1.1669914,0.5982056,-1.8926834
1.3533176,0.44129923,-1.5494506
1.4513842,0.36284605,-1.3827376
1.5200307,0.30400613,-1.2454445
6.8450418,4.932745,2.4026291
8.178746,6.0899296,3.3244543
8.394492,6.2762556,3.471554
15.298373,7.482474,4.7169986
16.455559,8.041452,4.9229383
17.318544,8.453332,5.0798445
15.896579,6.6489086,3.80498
14.729588,5.2563643,2.824315
14.533455,5.0210047,2.6674087
14.386355,4.844485,2.5399222
15.95542,4.4620256,-1.4415776
17.142023,4.177633,-4.4424124
17.436224,4.0991797,-5.1975245
14.405969,3.6186538,-2.3143694
12.140633,3.246001,-0.1569064
11.76798,3.1871612,0.19613299
11.483587,3.1479347,0.4707192
6.109543,3.3636808,7.1588545
5.217138,3.4029074,8.276813
4.5502853,3.4323275,9.120184
5.1681046,4.1580195,8.325846
5.5309505,4.511059,7.864933
5.8055367,4.785645,7.5217004
5.8447633,4.8248715,7.4628606
12.189666,8.306232,6.8548484
13.768537,9.169217,6.7077484
14.033316,9.316318,6.688135
16.239813,8.8652115,6.943108
17.789263,8.463139,7.139241
18.054043,8.404299,7.1784678
18.240368,8.355266,7.198081
14.3569355,5.9526362,4.7169986
13.709697,5.550564,4.2953124
13.229171,5.2465577,3.9913065
9.345737,3.3636808,2.6379888
6.442969,1.9417167,1.6180972
5.7172766,1.5886773,1.372931
5.5897903,1.5298374,1.3238977
1.2258313,0.39226598,-1.7946169
0.5001391,0.19613299,-2.324176
-0.0392266,0.0588399,-2.7164419
-2.0495899,-0.40207264,-3.5794272
-2.3928225,-0.48052585,-3.726527
-2.6379888,-0.5393657,-3.8344
-3.559814,-0.26477954,-4.197246
-4.001113,-0.12748645,-4.373766
-4.3345394,-0.0196133,-4.501252
-4.4129925,0.00980665,-4.530672
-3.2852278,-0.35303938,-3.971693
-2.432049,-0.6374322,-3.559814
-2.2163029,-0.70607877,-3.4617474
-0.098066494,-1.1277647,-2.6281822
1.5004175,-1.4513842,-2.010363
1.7651969,-1.5102241,-1.9122967
1.9613299,-1.5494506,-1.8338435
11.218807,-0.44129923,2.3634026
13.52337,-0.1569064,3.412714
13.915636,-0.1176798,3.5892339
16.465364,0.35303938,7.5413136
18.37766,0.70607877,10.493115
18.858187,0.79433864,11.2384205
18.93664,0.8041453,11.3561
19.064127,2.098623,8.776952
19.103354,2.4222424,8.129713
19.113161,2.5006957,7.963
17.926556,1.735777,8.1983595
17.043957,1.1571847,8.365072
16.896858,1.0591182,8.394492
16.94589,0.8139519,10.130269
17.034151,0.6766588,11.41494
17.043957,0.6472389,11.630687
17.06357,0.6374322,11.7973995
13.748923,0.0392266,10.620602
11.258034,-0.40207264,9.738003
