-0.2549729,7.031368,5.217138
-0.2745862,8.325846,4.305119
-0.2941995,9.306511,3.6088471
-0.2941995,9.463417,3.500974
-1.147378,8.982891,4.0109196
-1.7848103,8.610238,4.403186
-1.9515233,8.521978,4.501252
-2.1672697,7.8159,4.0501466
-2.324176,7.2863407,3.7069137
-2.324176,7.2863407,3.7069137
-2.3732092,7.1294346,3.6088471
-1.7750036,6.5704556,2.5006957
-1.3140911,6.1487694,1.6671305
-1.2062179,6.050703,1.4611908
0.4707192,6.021283,1.0591182
1.735777,6.0114765,0.75511205
1.9515233,6.00167,0.70607877
2.1084297,6.00167,0.6668522
2.4810824,5.089651,-1.0100849
2.5497289,4.9425516,-1.2944778
2.5889556,4.8248715,-1.5102241
3.7069137,5.0798445,-1.0198916
4.256086,5.2269444,-0.7649187
4.6679654,5.325011,-0.56878567
4.736612,5.344624,-0.5295591
4.981778,5.746697,0.65704554
5.040618,5.8447633,0.9610517
5.0504246,5.85457,1.0100849
5.550564,6.305676,1.99075
5.9232163,6.639102,2.7164419
5.991863,6.688135,2.8341217
7.2078876,6.7371683,4.2070527
7.7962866,6.9921412,4.864098
8.247393,7.1784678,5.3544307
8.355266,7.227501,5.4819174
9.139797,10.326403,7.482474
9.277091,10.836348,7.8159
9.375157,11.228614,8.061066
8.737725,12.434832,11.699333
8.257199,13.297817,14.386355
8.16894,13.43511,14.837461
8.1101,13.542983,15.180694
4.589512,10.306788,15.553347
4.001113,9.767424,15.621993
3.559814,9.365351,15.66122
2.5693421,8.237586,12.4642515
2.1084297,7.7178335,10.855961
1.7651969,7.3157606,9.649743
1.706357,7.256921,9.443804
1.372931,6.8842683,8.217973
1.2944778,6.796008,7.9041595
1.2748644,6.7862015,7.8551264
1.3238977,6.187996,6.384129
1.343511,5.903603,5.6682434
1.3631244,5.67805,5.119071
1.372931,5.629017,4.991585
1.0689248,4.7464185,3.0204482
0.8531785,4.089373,1.5494506
0.8139519,3.9815,1.3042845
1.4906107,3.6873002,-0.42168593
2.0201697,3.500974,-1.6377105
2.1574628,3.4617474,-1.9417167
2.1770763,3.4519408,-1.99075
1.4611908,2.4614692,-3.0890946
1.343511,2.3045628,-3.2656143
1.2552512,2.1770763,-3.4029074
1.5690639,2.5399222,-3.216581
1.8044236,2.8145084,-3.0694814
1.8632635,2.883155,-3.0302548
2.4026291,3.2361944,-2.1476562
2.657602,3.412714,-1.706357
2.853735,3.550007,-1.372931
2.8929617,3.5696206,-1.3238977
3.0400615,4.059953,-0.6276256
3.0989013,4.2953124,-0.2941995
3.1479347,4.481639,-0.0392266
3.167548,4.5208654,0.00980665
4.4326057,5.7565036,2.6281822
4.6385455,5.962443,3.0694814
4.8052583,6.1193495,3.3931007
6.541035,6.384129,6.1978025
7.8453197,6.590069,8.306232
8.061066,6.6292953,8.659272
8.217973,6.6489086,8.924051
8.639658,7.943386,10.326403
8.708305,8.159133,10.561762
8.757339,8.325846,10.738281
5.1582975,8.512172,15.680833
4.5502853,8.551398,16.504591
4.0991797,8.571012,17.12241
4.030533,8.580818,17.230284
1.8730701,7.3255672,14.984561
1.3337044,7.0117545,14.425582
1.2454445,6.9529147,14.337322
1.0100849,5.9428296,13.87641
0.951245,5.1975245,13.572403
0.9414384,5.0798445,13.52337
0.40207264,4.658159,11.405133
